3512	демон	Злой дух: Черт, Сатана, Дьявол и т.п. (по христианским представлениям).
3513	демос	Свободное население, обладавшее гражданскими правами (в Древней Греции).
3514	демос	Народ, непривилегированные слои населения в классовом обществе.
3515	дерма	Соединительная часть кожи у позвоночных животных и у человека, расположенная под наружным слоем - эпидермисом.
3516	дерть	Зерно, измельченное зернодробилками и идущее на корм скоту без специальной очистки.
3517	десна	Мышечная ткань и слизистая оболочка, покрывающие края челюстей у основания зубов.
3518	детва	Личинки пчел; молодые пчелы.
3519	детка	Отросток, молодая луковичка.
3520	детка	Личинка пчелы; молодая пчела.
3521	дефис	Знак в виде короткой горизонтальной черты (-), употребляемый для соединения частей сложного слова, двух слов и т.п.; знак переноса части слова с одной строки на другую.
3522	дерен	Полукустарник семейства кизиловых с деревянистым корневищем и травянистым однолетним стеблем.
3523	джига	Старинный парный (у матросов - сольный) английский народный танец, позднее - салонный танец, быстрый и динамичный; жига.
3524	джинн	Многоликий дух огня в мифологии и фольклоре мусульманских народов; название доброго или злого духа.
3525	дзета	Название буквы греческого алфавита.
3526	диана	Богиня Луны, растительности и покровительница рожениц (в древнеримской мифологии).
3527	диана	Целомудренная девушка, женщина.
3528	диван	Род мебели (обычно мягкой) для сидения, лежания, имеющий спинку и боковины в виде подушек, валиков и т.п.
3529	диван	Правительственный совет в султанской Турции и некоторых странах мусульманского Востока в средние века.
3530	диван	Сборник стихов одного поэта (в классической литературе Востока).
3531	диета	Специально подобранный по количеству, химическому составу, калорийности и кулинарной обработке рацион питания; определенный режим питания.
3532	динар	Старинная золотая монета стран мусульманского Востока.
3533	динар	Денежная единица ряда стран (Алжира, Ирака, Иордании, Югославии, Туниса, Кувейта и т.п.); монета соответствующего достоинства.
3534	дичок	Непривитое плодовое дерево.
3535	длина	Протяжение линии, плоскости, тела и т.п. в том направлении, в котором две крайние его точки наиболее удалены друг от друга.
3536	длина	Продолжительность, длительность (о времени).
3537	добро	Все хорошее, положительное, все, что приносит счастье, благополучие, пользу.
3538	добро	Название буквы древней славянской или старой русской азбуки.
3539	довод	Соображение, положение, факт, приводимые в доказательство.
3540	догма	Положение, принимаемое на веру за непреложную истину, неизменную при любых обстоятельствах.
3541	догмы	Основные положения учения.
3542	дождь	Атмосферные осадки, выпадающие из облаков в виде капель воды.
3543	дождь	Длинные нити из цветного металла для украшения новогодней елки.
3544	дожим	Действие борца, заставляющего противника коснуться ковра лопатками (в спортивной борьбе).
3545	дозор	Наблюдение с целью охраны, разведки.
3632	жерло	Переднее отверстие ствола огнестрельного орудия; дуло.
3546	дозор	Небольшая группа из воинского подразделения сухопутных или иных войск, выполняющая задачи разведки, охраны и связи.
3547	дойна	Народная лирическая песня у румын и молдаван.
3548	дойра	Ударный музыкальный инструмент типа бубна, распространенный в государствах Средней Азии и в странах Ближнего и Среднего Востока.
3549	докер	Рабочий в порту; портовый грузчик.
3550	домен	Часть феодального владения, на которой феодал вел собственное хозяйство (в средние века в Западной Европе).
3551	домен	Совокупность наследственных земельных владений короля.
3552	домна	Доменная печь.
3729	заряд	Внезапный и сильный снегопад с порывами ветра, вихрем.
3553	домра	Русский народный струнный щипковый музыкальный инструмент с корпусом овальной формы.
3554	донка	Небольшой паровой поршневой насос для перекачки воды на судне.
3555	донор	Человек, дающий свою кровь для переливания или орган, ткань для пересадки другому человеку.
3556	донос	Тайное сообщение представителю власти, начальнику, содержащее обвинение.
3557	досуг	Время, не занятое работой, делами.
3558	дофин	Титул наследника престола во Франции с середины XIV в. до 1830 г.
3559	доход	Деньги или материальные ценности, получаемые государством, учреждением, предприятием или частным лицом в результате деятельности.
3560	доход	Заработок.
3561	драга	Плавучее сооружение, оснащенное многочисленными черпаками для подъема со дна водоемов породы, содержащей золото или другие полезные ископаемые.
3562	драга	Гидрологическое устройство для добывания растений и животных со дна глубоких водоемов.
3563	драка	Ссора, стычка, сопровождаемая взаимными побоями.
3564	драма	Один из трех основных родов литературы (наряду с эпосом и лирикой), представляющий собою произведения, построенные обычно в форме диалога и предназначенные для исполнения актерами на сцене.
3565	драма	Один из основных жанров, видов литературы, изображающий жизнь человека в его остроконфликтных, но, в отличие от трагедии, не безысходных отношениях с обществом или с самим собой.
3566	драма	Несчастье, тяжелое событие, причиняющее нравственные страдания.
3567	дрейф	Отклонение судна от курса, его непроизвольное перемещение при спущенных парусах или неработающем двигателе под воздействием ветра, течения.
3568	дрейф	Непроизвольное движение, перемещение под воздействием ветра, течения.
3569	дрель	Механизм для вращения сверла и сверления мелких отверстий.
3570	дробь	Мелкие свинцовые шарики для стрельбы из охотничьего ружья.
3571	дробь	Число, состоящее из частей единицы.
3572	дробь	Частые, прерывистые звуки.
3573	дрова	Распиленные и обычно расколотые на поленья деревья, используемые как топливо.
3574	дрога	Продольный брус в повозках, соединяющий переднюю ось с задней.
3575	дрожь	Частое судорожное сокращение мышц (от холода, при нервном возбуждении и т.п.).
3576	дрожь	Сотрясение, содрогание.
3577	дрозд	Небольшая певчая птица отряда воробьиных.
3578	дрофа	Крупная птица семейства журавлеобразных.
3579	друза	Группа кристаллов, наросших на общее основание - стенку полости или открытой трещины в горной породе (в минералогии).
3580	друза	Цитоплазматическое включение из сросшихся кристаллов оксалата кальция в клетках многих растений (в стеблях липы, листьях щавеля и т.п.) (в ботанике).
3581	дубль	Повторная съемка эпизода в фильме.
3582	дубль	Одновременная победа в двух видах соревнования.
3583	дубье	Дубины, колья, палки.
3584	дувал	Глинобитный забор, стена (в Средней Азии).
3585	дудка	Простейший духовой музыкальный инструмент в виде полой деревянной трубки с отверстиями.
3586	дудка	Небольшая неглубокая шахта круглой формы, обычно без крепления.
3629	жеода	Замкнутая полость в горной породе, заполненная целиком или частично минералами.
3587	дудук	Духовой деревянный музыкальный инструмент в виде цилиндрической трубки с отверстиями, распространенный у народов Кавказа.
3588	дужка	Предмет или часть предмета в форме небольшой дуги.
3589	дужка	Дугообразно изогнутая грудная кость у птиц.
3590	дукат	Старинная серебряная, а затем золотая монета, имевшая хождение в ряде западноевропейских стран.
3591	дукат	Украшение в виде медали, медальона, носившееся на шнурке у самого горла.
3592	думка	Лирическая или лирико-эпическая песня, родственная думе.
3593	дунит	Магматическая горная порода кристаллически-зернистой структуры черного или зеленовато-черного цвета.
3594	дунст	Промежуточный продукт, получаемый при размоле пшеницы в сортовую муку (в мукомольном производстве).
3596	дупло	Пустота, отверстие в стволе дерева, образовавшееся на месте выгнившей древесины.
3597	дутар	Народный щипковый музыкальный инструмент с корпусом грушевидной формы, длинным грифом и двумя струнами, распространенный у таджиков, туркменов, узбеков, а также во многих странах Востока.
3598	дутыш	Крупный голубь особой породы с большим зобом.
3599	дутье	Вдувание воздуха или других газов под давлением в промышленные печи, доменные установки и т.п. для ускорения проходящих в них процессов.
3600	духан	Небольшой ресторан, трактир (на Ближнем Востоке и в прошлом - на Кавказе).
3601	душка	Деревянная деталь струнных смычковых музыкальных инструментов скрипичного семейства в виде стержня со срезанными под углом торцами, находящаяся внутри корпуса.
3602	дуэль	Поединок между двумя противниками по вызову одного из них, происходивший с применением оружия.
3603	дымка	Легкая, застилающая пелена.
3604	дымка	Старинная легкая прозрачная ткань (типа кисеи, газа).
3605	дырка	Не занятое электроном энергетическое состояние в твердом теле, обладающее положительным зарядом и являющееся наряду с электронами носителем тока (в физике).
3606	дышло	Толстая оглобля, прикрепляемая к передней оси экипажа, повозки при парной запряжке лошадей.
3607	дюбек	Табак высшего сорта, отличающийся сильным ароматом.
3608	дюкер	Трубопровод, проложенный под руслом реки, канала, по склонам и дну оврагов, под дорогами для пропуска пересекающего их водотока.
3609	дюшес	Сорт груши с крупными, сладкими и сочными плодами.
3610	дятел	Лесная птица с длинным, сильным клювом, позволяющим ей долбить кору и древесину и добывать пищу из выдолбленных щелей, трещин.
3611	евреи	Народность, состоящая из ряда этнических групп, исторически восходящих к одному из народов семитской языковой группы.
3612	евреи	Основное население государства Израиль.
3613	егерь	Работник охотничьего хозяйства или заказника, в ведении которого находится охота и охрана угодий и обитающих в них животных.
3614	егерь	Солдат особых стрелковых - пеших и конных - полков (в армии Российского государства и армиях некоторых других государств в XVIII-XIX вв.).
3615	ересь	Религиозное учение, противоречащее церковным догматам.
3616	ересь	Отступление от господствующих или общепринятых взглядов, норм, правил; заблуждение.
3617	есаул	Офицерский чин в казачьих войсках, соответствующий чину ротмистра в кавалерии и капитану в пехоте (в Российском государстве до 1917 г.).
3618	жабры	Органы дыхания рыб и некоторых других животных, дышащих кислородом, растворенным в воде.
3619	жабры	Костные пластинки, прикрывающие органы дыхания рыб.
3620	жажда	Желание, потребность пить при ощущении сухости во рту.
3621	жакан	Свинцовая пуля особой конструкции для стрельбы из гладкоствольного охотничьего ружья.
3622	жакет	Короткая женская верхняя одежда.
3623	жатва	Время уборки хлебов.
3624	жатва	Сжатые хлеба.
3625	жатка	Машина для скашивания сельскохозяйственных культур, транспортировки скошенной массы и укладки ее на поле; жнейка.
3626	жгуты	Мишурные шнурки на военных мундирах.
3634	жесть	Тонкая листовая сталь, обычно покрытая оловом, хромом и т.п.
3635	жетон	Металлический значок или медаль, показывающие принадлежность к обществу, выдаваемые в память события или в качестве приза.
3730	засев	Участок земли, занятый посевом.
3636	жетон	Металлический или иной кружок, выдаваемый вместо денег и служащий условным знаком или дающим право.
3637	желоб	Продолговатое углубление, выдолбленное в и предназначенное обычно для стока воды, для ссыпания.
3638	желоб	Длинная узкая впадина на дне океана или моря.
3639	живец	Мелкая живая рыбка, насаживаемая на крючок в качестве приманки при ловле крупной рыбы.
3640	жизнь	Особая форма существования материи, возникшая на определенной ступени ее развития, главным признаком которой и отличием от неживых объектов является обмен веществ.
3641	жизнь	Состояние организма в стадии роста, развития и разрушения.
3642	жизнь	Время от рождения до смерти человека или животного.
3643	жизнь	Развитие.
3644	жизнь	Совокупность всего сделанного и пережитого человеком.
3645	жизнь	Деятельность общества и человека во всей совокупности ее проявлений.
3646	жизнь	Реальная действительность во всей совокупности ее проявлений.
3647	жизнь	Уклад, способ существования, времяпровождение.
3648	жизнь	Движение, оживление, вызываемые действиями живых существ.
3649	жилет	Короткая мужская одежда без рукавов, поверх которой обычно надевается пиджак, сюртук и т.п.
3650	жилет	Женская одежда без рукавов, надеваемая поверх платья, блузки.
3651	жилет	Безопасная бритва особого устройства.
3652	жилое	То, где обитают.
3653	жилье	Обитаемое место, место, где живут люди.
3654	житие	Повествование о жизни человека, причисляемого церковью к лику святых.
3655	жокей	Профессиональный наездник на скачках.
3656	жокей	Артист цирка, исполняющий акробатические трюки на неоседланной лошади.
3657	жулан	Небольшая певчая птица семейства сорокопутов.
3658	жупан	Разновидность полукафтана как старинная верхняя одежда украинцев и поляков.
3659	жупан	Начальник административного округа - жупы - у южных славян.
3660	жупел	Горящая сера или смола - по христианским представлениям - уготованная для грешников в аду.
3661	жучка	Распространенная кличка дворовой собаки.
3662	забег	Один из туров спортивных состязаний, в котором группа участников стартует одновременно на определенную дистанцию.
3663	забой	Поверхность, ограничивающая горную выработку и перемещающаяся в результате горных работ.
3664	забой	Способ добычи полезных ископаемых.
3665	забор	Ограда (обычно деревянная).
3666	забор	Извлечение небольшого количества (обычно минералов, жидкостей и т.п.) для исследования.
3667	завал	Нагромождение, скопление.
3668	завал	Специально устроенное препятствие из нагромождения срубленных деревьев, бревен, камней и т.п.
3669	завет	Наставление, совет, наказ, данные потомкам, последователям.
3670	завод	Промышленное или промысловое предприятие, обычно крупное.
3671	завод	Предприятие для разведения породистых племенных животных.
3672	завод	Срок действия заведенного часового механизма.
3673	завод	Приспособление в механизме, посредством которого механизм приводится в действие.
3674	завод	Часть тиража книги, выпущенная в одной типографии в разное время или одновременно изготовленная в нескольких типографиях.
3675	загар	Смуглый, темный цвет кожи, появляющийся при воздействии солнечных лучей; потемнение кожи от долгого пребывания на солнце.
3676	загиб	Поворот или отклонение в сторону.
3677	загиб	Загнутое или загнувшееся место.
3678	загон	Огороженный участок для содержания животных.
3679	загон	Участок пастбища, отведенный под выпас скота на определенный период.
3683	заезд	Один из туров состязаний на скачках, бегах, в гонках.
3779	зыбун	Зыбкий растительный слой болота, трясины.
3684	заезд	Приезд в санаторий, в дом отдыха и т.п. очередной группы больных, отдыхающих.
3685	зазор	Узкий промежуток между поверхностями.
3686	зайцы	Семейство млекопитающих, насчитывающее около 40 видов зверьков.
3687	заказ	Поручение изготовить, исполнить, доставить.
3688	закат	Заход за линию горизонта (о солнце, реже о других светилах).
3689	закат	Огненно-красное освещение неба над горизонтом при заходе солнца.
3690	закол	Преграда из свай, кольев (вбитых в дно реки и оплетенных прутьями), служащая для задержания рыбы (в речи рыбаков).
3691	закон	Нормативный акт высшего органа государственной власти, принятый в установленном порядке и обладающий высшей юридической силой.
3692	закон	Объективно существующая необходимая связь между явлениями, внутренняя существенная связь между причиной и следствием.
3693	закуп	Крестьянин, получивший от землевладельца ссуду и попавший к нему в зависимость (на Руси IX-XIII вв.).
3694	залив	Вдавшаяся в сушу часть океана, моря, озера, реки.
3695	залив	Звонкие, переливчатые звуки лая, голоса и т.п. (в речи охотников).
3696	залог	Обеспечение получаемой ссуды путем передачи кредитору ценности, имущества.
3697	залог	Вещь, остающаяся у выдавшего под нее ссуду.
3698	залог	Денежная сумма, вносимая как обеспечение выполнения условий принятой подрядной работы, соблюдения принятых обязательств и т.п.
3699	залог	Категория глагола, выражающая отношение между производителем действия и объектом, на который оно направлено (в лингвистике).
3700	залом	Надломленное место.
3701	залом	Скопление сплавляемых россыпью стволов деревьев, бревен и т.п., вызванное остановкой их движения.
3702	залом	Крупная жирная каспийская сельдь.
3703	замес	Образовавшаяся при замешивании масса.
3704	замет	Забрасывание, закидывание рыболовной снасти (в речи рыбаков).
3705	замок	Укрепленное жилище - дворец и крепость - феодала.
3706	замок	Устройство для запирания дверей, чемоданов, ящиков мебели и т.п. ключом.
3707	замок	Способ соединения бревен, брусьев, при котором они составляют одно целое.
3708	замок	Клинчатый камень в вершине арки, свода (в архитектуре).
3709	замор	Массовая гибель рыбы и других водных животных, вызываемая резким уменьшением растворенного в воде кислорода.
3710	замша	Мягкая, тонкая ворсовая кожа с бархатистой поверхностью, выделываемая из оленьих, овечьих и т.п. шкур.
3711	занос	Большие массы сыпучего (снега, песку и т.п.), наметенные вьюгой, ветром.
3712	запад	Одна из четырех стран света.
3713	запад	Направление, сторона, противоположные востоку.
3714	запал	Приспособление и средство для воспламенения заряда, взрывчатого вещества.
3715	запал	Повреждение зерна в колосе от засухи или суховея.
3716	запах	Свойство предметов, веществ, воспринимаемое обонянием.
3717	запах	Часть одной полы одежды, заходящая на другую полу.
3718	запев	Начало хоровой песни или каждого ее куплета, исполняемое солистом.
3719	запев	Начало былины, обычно не связанное с ее основным содержанием, необходимое для привлечения внимания слушателей; зачин.
3720	запой	Период беспрерывного пьянства, повторяющийся периодически вследствие болезненного влечения к спиртным напиткам.
3721	запой	местн. Пирушка по случаю состоявшегося сватовства.
3722	запор	Приспособление для запирания (ворот, дверей и т.п.).
3723	запор	Длительная задержка стула или затрудненное опорожнение кишечника.
3724	зарез	Убой домашних животных на мясо.
3725	зарок	Обещание, клятва не делать.
3726	заряд	Снаряд огнестрельного оружия вместе с нужным для выстрела количеством пороха.
3818	истец	Лицо или организация, предъявляющие иск.
3727	заряд	Определенное количество взрывчатого вещества, необходимого для взрыва.
3728	заряд	Количество электричества, содержащееся в теле.
3821	исход	Окончание, завершение.
3731	засов	Большая задвижка, употребляемая для запирания дверей, ворот и т.п.
3732	затея	Предпринятое дело.
3733	затея	Развлечение, забава.
3734	затек	След от текущего.
3735	заток	Продольный край, кромка ткани.
3736	затон	Глубоко врезавшийся в берег залив со стоячей водою.
3737	затон	Запруда для ловли рыбы.
3738	затор	Задержка или остановка в движении из-за скопления движущихся в одном направлении людей, предметов и т.п.; скопление людей, предметов и т.п., препятствующее движению.
3739	затор	Состав для брожения, используемый при изготовлении пива, кваса и т.п.; закваска.
3740	заход	Закат (небесного светила).
3741	зачес	Причесанные, приглаженные в одном направлении волосы.
3742	зачет	Проверочное испытание без балльной оценки в учебных заведениях.
3743	зачет	Сумма очков, получаемых в соревновании за выполнение установленных положением требований (в речи спортсменов).
3744	зачин	Традиционное начало сказки, былины, песни.
3745	защип	Мелкая складка на изделии из ткани, застроченная у основания и незаглаженная.
3746	звено	Отдельная составная часть цепи.
3747	звено	Группа лиц, представляющая собою наименьшую организационную единицу в объединении.
3748	звено	Однотипная составная часть целого (в сооружении, постройке, их частях и т.п.).
3749	зверь	Дикое, обычно хищное животное.
3750	зебра	Африканское млекопитающее рода лошадей, имеющее полосатую окраску.
3751	зевок	Единичное непроизвольное дыхательное движение, совершаемое с открытым ртом.
3752	зелье	Настой на травах, применявшийся в старину как лечебное, колдовское или отравляющее средство.
3753	зельц	Колбасное изделие, изготовляемое из предварительно сваренного мяса, свиных или говяжьих голов, ножек, языков.
3754	земля	Одна из девяти - третья от Солнца - больших планет Солнечной системы.
3755	земля	Третья от Солнца планета Солнечной системы как место жизни и деятельности человека.
3756	земля	Верхний слой коры третьей от Солнца планеты Солнечной системы; почва, грунт.
3757	земля	Поверхность, на которой стоим, по которой ходим.
3758	земля	Суша (в отличие от водного или воздушного пространства).
3759	земля	Территория страны, государства и т.п.
3760	земля	Территория с угодьями, находящаяся в пользовании.
3761	земля	Название буквы древней славянской или старой русской азбуки.
3762	зенит	Наивысшая точка небесной сферы над головой наблюдателя.
3763	зерно	Мелкий плод растений; семя.
3764	зерно	Отдельная крупинка вещества.
3765	зернь	Старинная игра в кости.
3766	зернь	Мелкие золотые, серебряные или медные шарики, напаиваемые в ювелирных изделиях на орнамент (обычно из филиграни).
3767	зефир	Бельевая хлопчатобумажная ткань из крученой беленой пряжи.
3768	зефир	Разновидность легкой фруктовой пастилы.
3769	зипун	Старинная верхняя крестьянская одежда типа кафтана без воротника (обычно из домотканого сукна).
3770	злаки	Семейство однодольных растений, к которому относятся пшеница, рис, рожь, овес, кукуруза, сорго, тимофеевка, мятлик и т.п.; мятликовые.
3771	злоба	Чувство гневного раздражения, враждебности по отношению.
3772	знамя	Определенного цвета (или сочетания цветов) и размера широкое полотнище, укрепленное на древке, являющееся официальным символом государства, организации, воинской части и т.п.
3773	знать	Высший слой привилегированного класса.
3774	зразы	Котлеты с начинкой.
3775	зубец	Острый выступ на (на инструменте, орудии, части машины и т.п.).
3907	песня	Словесно-музыкальное произведение, исполняемое одним лицом или хором.
3776	зубцы	Надстройка на крепостной стене в виде столбиков, расположенных на равном расстоянии.
3777	зубцы	Острые выступы гор, скал.
3778	зурна	Восточный деревянный духовой инструмент с резким звуком, напоминающий гобой.
3999	полба	Злак, разновидность пшеницы.
3780	иберы	Древние восточногрузинские племена, составлявшие население Иберии.
3781	ибисы	Семейство птиц отряда аистообразных.
3782	ивняк	Деревья или кусты ивы.
3783	ивняк	Ивовые прутья.
3784	иврит	Название народа, жившего на юго-восточном побережье Средиземного моря.
3785	иврит	Язык семитской ветви афразийской семьи языков, являющийся разговорным вариантом древнееврейского языка, на котором написаны книги Ветхого Завета и другие произведения древнееврейской литературы; современный государственный язык Израиля.
3786	игрек	Название буквы латинского алфавита.
3787	игрок	Участник игры.
3788	иерей	Православный священник.
3789	ижица	Название буквы древней славянской или старой русской азбуки.
3790	извив	Изгиб, извилина.
3791	извод	Один из списков старославянского памятника, отличающийся языковыми особенностями (в текстологии).
3792	изгиб	Дугообразный поворот, закругление, кривизна.
3793	излет	Последняя фаза движения летящего тела перед падением.
3794	излом	Ломаная линия.
3795	излом	Резкий изгиб.
3796	износ	Повреждение, разрушение механизмов, построек и т.п. в результате длительного использования, функционирования.
3797	износ	Перенапряжение, переутомление организма или органа.
3798	изъян	Неисправность, повреждение.
3799	изъян	Несовершенство, недостаток.
3800	икона	Живописное изображение Иисуса Христа, Богоматери, сцен из Священного писания и т.п., являющееся предметом поклонения у верующих; образ.
3801	икота	Непроизвольные короткие вдохи, сопровождающиеся отрывистыми звуками, вызываемые судорожным сокращением диафрагмы.
3802	илька	Хищное животное семейства куньих с ценным мехом темно-коричневого цвета.
3803	имидж	Образ человека, включающий в себя внешность, манеру поведения, общения и т.п., способствующие воздействию на окружающих.
3804	инвар	Сплав железа с никелем, практически не изменяющий своего объема при изменении температуры от -80 до +100 градусов Цельсия, применяющийся для изготовления деталей точных измерительных приборов.
3805	индий	Химический элемент, мягкий металл серебристо-белого цвета.
3806	индюк	Самец индейки.
3807	инжир	Субтропическое плодовое дерево семейства тутовых с мясистыми, имеющими форму луковицы плодами; фиговое дерево, смоковница.
3808	инула	Травянистое или кустарниковое растение семейства сложноцветных с многочисленными - обычно желтыми - цветками, используемое в фармакологии; девясил.
3809	иония	Старинное название драгоценного камня топаза красновато-розового цвета.
3810	иприт	Ядовитое вещество с горчичным запахом, одно из стойких отравляющих веществ, поражающее глаза, кожу и дыхательные пути.
3811	ирбис	Хищное млекопитающее семейства кошачьих; снежный барс.
3812	ирмос	Начальная строфа каждой из девяти песен канона, мелодико-ритмическая модель ее тропарей, соотносящаяся с определенной песнью канона Ветхого Завета.
3813	искра	Мельчайшая частица горящего или раскаленного вещества.
3814	искра	Мелкая блестящая переливающаяся частицам; блестка.
3815	ислам	Одна из наиболее распространенных мировых религий, возникшая в Аравии VII в., получившая распространение на Ближнем и Среднем Востоке, в некоторых странах Дальнего Востока, Юго-Восточной Азии, Африки и имеющая своими основными догматами поклонение единому богу - Аллаху и признание Мухаммеда Его посланником; мусульманство.
3816	испуг	Внезапное чувство страха.
3817	иссоп	Многолетнее травянистое растение или кустарник семейства губоцветных, листья которого содержат используемое в фармакологии эфирное масло.
3819	истод	Многолетнее травянистое растение или кустарник с мелкими светло-синими или фиолетово-синими цветками, используемые в фармакологии.
3820	исток	Начало постоянного течения реки или другого водного потока.
3823	ишиас	Поражение седалищного нерва; пояснично-крестцовый радикулит.
